confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,highDangerCount,midDangerCount,suspectedCount,suspectedCountIncr
1579,2,1482,7,89,-5,20200417,8,0,0,0,11,0
1580,1,1490,8,82,-7,20200418,8,0,0,0,11,0
1581,1,1494,4,79,-3,20200419,8,0,0,0,11,0
1582,1,1501,7,73,-6,20200420,8,0,0,0,11,0
1582,0,1511,10,63,-10,20200421,8,0,0,0,11,0
1584,2,1518,7,58,-5,20200422,8,0,0,0,11,0
1585,1,1528,10,49,-9,20200423,8,0,0,0,11,0
1585,0,1534,6,43,-6,20200424,8,0,0,0,11,0
1586,1,1542,8,36,-7,20200425,8,0,0,0,11,0
1587,1,1542,0,37,1,20200426,8,0,0,0,11,0
1587,0,1547,5,32,-5,20200427,8,0,0,0,11,0
1588,1,1554,7,26,-6,20200428,8,0,0,0,11,0
1588,0,1557,3,23,-3,20200429,8,0,0,0,11,0
1588,0,1565,8,15,-8,20200430,8,0,0,0,11,0
1588,0,1567,2,13,-2,20200501,8,0,0,0,11,0
1588,0,1567,0,13,0,20200502,8,0,0,0,11,0
1588,0,1569,2,11,-2,20200503,8,0,0,0,11,0
1588,0,1571,2,9,-2,20200504,8,0,0,0,11,0
1588,0,1575,4,5,-4,20200505,8,0,0,0,11,0
1589,1,1575,0,6,1,20200506,8,0,0,0,11,0
1589,0,1575,0,6,0,20200507,8,0,0,0,11,0
1589,0,1576,1,5,-1,20200508,8,0,0,0,11,0
1589,0,1576,0,5,0,20200509,8,0,0,0,11,0
1589,0,1577,1,4,-1,20200510,8,0,0,0,11,0
1589,0,1578,1,3,-1,20200511,8,0,0,0,11,0
1589,0,1578,0,3,0,20200512,8,0,0,0,11,0
1589,0,1579,1,2,-1,20200513,8,0,0,0,11,0
1589,0,1579,0,2,0,20200514,8,0,0,0,11,0
1589,0,1579,0,2,0,20200515,8,0,0,0,11,0
1590,1,1579,0,3,1,20200516,8,0,0,0,11,0
1590,0,1579,0,3,0,20200517,8,0,0,0,11,0
1590,0,1579,0,3,0,20200518,8,0,0,0,11,0
1590,0,1579,0,3,0,20200519,8,0,0,0,11,0
1591,1,1579,0,4,1,20200520,8,0,0,0,11,0
1591,0,1580,1,3,-1,20200521,8,0,0,0,11,0
1591,0,1580,0,3,0,20200522,8,0,0,0,11,0
1592,1,1580,0,4,1,20200523,8,0,0,0,11,0
1592,0,1581,1,3,-1,20200524,8,0,0,0,11,0
1592,0,1581,0,3,0,20200525,8,0,0,0,11,0
1592,0,1581,0,3,0,20200526,8,0,0,0,11,0
1592,0,1582,1,2,-1,20200527,8,0,0,0,11,0
1592,0,1582,0,2,0,20200528,8,0,0,0,11,0
1593,1,1583,1,2,0,20200529,8,0,0,0,11,0
1593,0,1583,0,2,0,20200530,8,0,0,0,11,0
1595,2,1583,0,4,2,20200531,8,0,0,0,11,0
1596,1,1583,0,5,1,20200601,8,0,0,0,11,0
1597,1,1583,0,6,1,20200602,8,0,0,0,11,0
1598,1,1583,0,7,1,20200603,8,0,0,0,11,0
1598,0,1584,1,6,-1,20200604,8,0,0,0,11,0
1601,3,1584,0,9,3,20200605,8,0,0,0,11,0
1602,1,1584,0,10,1,20200606,8,0,0,0,11,0
1602,0,1585,1,9,-1,20200607,8,0,0,0,11,0
1604,2,1586,1,10,1,20200608,8,0,0,0,11,0
1604,0,1587,1,9,-1,20200609,8,0,0,0,11,0
1607,3,1588,1,11,2,20200610,8,0,0,0,11,0
1607,0,1589,1,10,-1,20200611,8,0,0,0,11,0
1608,1,1590,1,10,0,20200612,8,0,0,0,11,0
1625,17,1590,0,27,17,20200613,8,0,0,0,11,0
1625,0,1590,0,27,0,20200614,8,0,0,0,11,0
1628,3,1592,2,28,1,20200615,8,0,0,0,11,0
1628,0,1593,1,27,-1,20200616,8,0,0,0,11,0
1628,0,1603,10,17,-10,20200617,8,0,0,0,11,0
1631,3,1604,1,19,2,20200618,8,0,0,0,11,0
1634,3,1613,9,13,-6,20200619,8,0,0,0,11,0
1634,0,1614,1,12,-1,20200620,8,0,0,0,11,0
1634,0,1614,0,12,0,20200621,8,0,0,0,11,0
1634,0,1619,5,7,-5,20200622,8,0,0,0,11,0
1634,0,1620,1,6,-1,20200623,8,0,0,0,11,0
1635,1,1621,1,6,0,20200624,8,0,0,0,11,0
1635,0,1621,0,6,0,20200625,8,0,0,0,11,0
1637,2,1622,1,7,1,20200626,8,0,0,0,11,0
1637,0,1622,0,7,0,20200627,8,0,0,0,11,0
1637,0,1625,3,4,-3,20200628,8,0,0,0,11,0
1641,4,1627,2,6,2,20200629,8,0,0,0,11,0
1641,0,1627,0,6,0,20200630,8,0,0,0,11,0
1642,1,1627,0,7,1,20200701,8,0,0,0,11,0
1642,0,1629,2,5,-2,20200702,8,0,0,0,11,0
1643,1,1629,0,6,1,20200703,8,0,0,0,11,0
1643,0,1631,2,4,-2,20200704,8,0,0,0,11,0
1643,0,1631,0,4,0,20200705,8,0,0,0,11,0
1644,1,1631,0,5,1,20200706,8,0,0,0,11,0
1645,1,1631,0,6,1,20200707,8,0,0,0,11,0
1647,2,1631,0,8,2,20200708,8,0,0,0,11,0
1647,0,1634,3,5,-3,20200709,8,0,0,0,11,0
1648,1,1634,0,6,1,20200710,8,0,0,0,11,0
1648,0,1634,0,6,0,20200711,8,0,0,0,11,0
1650,2,1634,0,8,2,20200712,8,0,0,0,11,0
1650,0,1635,1,7,-1,20200713,8,0,0,0,11,0
1650,0,1636,1,6,-1,20200714,8,0,0,0,11,0
1650,0,1636,0,6,0,20200715,8,0,0,0,11,0
1654,4,1636,0,10,4,20200716,8,0,0,0,11,0
1657,3,1636,0,13,3,20200717,8,0,0,0,11,0
1659,2,1636,0,15,2,20200718,8,0,0,0,11,0
1659,0,1637,1,14,-1,20200719,8,0,0,0,11,0
1659,0,1637,0,14,0,20200720,8,0,0,0,11,0
1662,3,1637,0,17,3,20200722,8,0,0,0,11,0
1669,7,1641,4,20,3,20200724,8,0,0,0,11,0
1672,3,1642,1,22,2,20200725,8,0,0,0,11,0
1672,0,1645,3,19,-3,20200726,8,0,0,0,11,0
1672,0,1645,0,19,0,20200727,8,0,0,0,11,0
1674,2,1648,3,18,-1,20200728,8,0,0,0,11,0
1675,1,1651,3,16,-2,20200729,8,0,0,0,11,0
1678,3,1653,2,17,1,20200730,8,0,0,0,14,3
1680,2,1653,0,19,2,20200731,8,0,0,0,14,0
1682,2,1654,1,20,1,20200801,8,0,0,0,14,0
1683,1,1657,3,18,-2,20200802,8,0,0,0,14,0
1687,4,1659,2,20,2,20200803,8,0,0,0,14,0
1687,0,1661,2,18,-2,20200804,8,0,0,0,14,0
1687,0,1663,2,16,-2,20200806,8,0,0,0,14,0
1688,1,1664,1,16,0,20200807,8,0,0,0,14,0
1693,5,1669,5,16,0,20200808,8,0,0,0,14,0
1696,3,1671,2,17,1,20200809,8,0,0,0,14,0
1699,3,1672,1,19,2,20200810,8,0,0,0,14,0
1707,8,1678,6,21,2,20200812,8,0,0,0,14,0
1707,0,1681,3,18,-3,20200813,8,0,0,0,14,0
1709,2,1683,2,18,0,20200814,8,0,0,0,14,0
1712,3,1684,1,20,2,20200815,8,0,0,0,14,0
1720,8,1684,0,28,8,20200816,8,0,0,0,14,0
1721,1,1687,3,26,-2,20200817,8,0,0,0,14,0
1725,4,1689,2,28,2,20200818,8,0,0,0,14,0
1725,0,1695,6,22,-6,20200820,8,0,0,0,14,0
1725,0,1696,1,21,-1,20200821,8,0,0,0,14,0
1727,2,1701,5,18,-3,20200822,8,0,0,0,14,0
1727,0,1701,0,18,0,20200823,8,0,0,0,14,0
1730,3,1702,1,20,2,20200824,8,0,0,0,14,0
1734,4,1704,2,22,2,20200825,8,0,0,0,14,0
1734,0,1706,2,20,-2,20200826,8,0,0,0,14,0
1735,1,1715,9,12,-8,20200827,8,0,0,0,14,0
1737,2,1716,1,13,1,20200828,8,0,0,0,14,0
1738,1,1718,2,12,-1,20200829,8,0,0,0,14,0
1739,1,1720,2,11,-1,20200830,8,0,0,0,14,0
1740,1,1721,1,11,0,20200831,8,0,0,0,14,0
1742,2,1721,0,13,2,20200901,8,0,0,0,14,0
1745,3,1722,1,15,2,20200902,8,0,0,0,14,0
1758,13,1722,0,28,13,20200903,8,0,0,0,14,0
1760,2,1723,1,29,1,20200904,8,0,0,0,14,0
1763,3,1727,4,28,-1,20200905,8,0,0,0,14,0
1767,4,1733,6,26,-2,20200906,8,0,0,0,14,0
1769,2,1735,2,26,0,20200907,8,0,0,0,14,0
1770,1,1743,8,19,-7,20200909,8,0,0,0,14,0
1774,4,1745,2,21,2,20200910,8,0,0,0,14,0
1776,2,1745,0,23,2,20200911,8,0,0,0,14,0
1778,2,1751,6,19,-4,20200913,8,0,0,0,14,0
1782,4,1755,4,19,0,20200914,8,0,0,0,14,0
1783,1,1757,2,18,-1,20200915,8,0,0,0,14,0
1797,14,1767,10,22,4,20200919,8,0,0,0,14,0
1800,3,1771,4,21,-1,20200920,8,0,0,0,14,0
1803,3,1774,3,21,0,20200921,8,0,0,0,14,0
1807,4,1777,3,22,1,20200922,8,0,0,0,14,0
1807,0,1780,3,19,-3,20200923,8,0,0,0,14,0
1809,2,1782,2,19,0,20200924,8,0,0,0,14,0
1812,3,1785,3,19,0,20200925,8,0,0,0,14,0
1814,2,1785,0,21,2,20200926,8,0,0,0,14,0
1819,5,1789,4,22,1,20200927,8,0,0,0,14,0
1819,0,1792,3,19,-3,20200928,8,0,0,0,14,0
1827,8,1796,4,23,4,20200929,8,0,0,0,14,0
1831,4,1800,4,23,0,20201001,8,0,0,0,14,0
1834,3,1803,3,23,0,20201002,8,0,0,0,14,0
1840,6,1804,1,28,5,20201003,8,0,0,0,14,0
1841,1,1806,2,27,-1,20201004,8,0,0,0,14,0
1846,5,1808,2,30,3,20201005,8,0,0,0,14,0
1848,2,1811,3,29,-1,20201006,8,0,0,0,14,0
1848,0,1815,4,25,-4,20201007,8,0,0,0,14,0
1851,3,1821,6,22,-3,20201008,8,0,0,0,14,0
1852,1,1822,1,22,0,20201009,8,0,0,0,14,0
1858,6,1823,1,27,5,20201010,8,0,0,0,14,0
1861,3,1823,0,30,3,20201011,8,0,0,0,14,0
1863,2,1825,2,30,0,20201012,8,0,0,0,14,0
1869,6,1826,1,35,5,20201013,8,0,0,0,14,0
1873,4,1829,3,36,1,20201014,8,0,0,0,14,0
1875,2,1831,2,36,0,20201015,8,0,0,0,14,0
1877,2,1832,1,37,1,20201016,8,0,0,0,14,0
1881,4,1836,4,37,0,20201017,8,0,0,0,14,0
1884,3,1840,4,36,-1,20201018,8,0,0,0,14,0
1889,5,1841,1,40,4,20201019,8,0,0,0,14,0
1892,3,1844,3,40,0,20201020,8,0,0,0,14,0
1895,3,1848,4,39,-1,20201021,8,0,0,0,14,0
1895,0,1851,3,36,-3,20201022,8,0,0,0,14,0
1904,9,1857,6,39,3,20201023,8,0,0,0,14,0
1907,3,1861,4,38,-1,20201024,8,0,0,0,14,0
1908,1,1865,4,35,-3,20201025,8,0,0,0,14,0
1909,1,1869,4,32,-3,20201026,8,0,0,0,14,0
1911,2,1870,1,33,1,20201027,8,0,0,0,14,0
1914,3,1870,0,36,3,20201028,8,0,0,0,14,0
1919,5,1882,12,29,-7,20201030,8,0,0,0,14,0
1922,3,1882,0,32,3,20201031,8,0,0,0,14,0
1927,5,1887,5,32,0,20201101,8,0,0,0,14,0
1935,8,1891,4,36,4,20201102,8,0,0,0,14,0
1938,3,1892,1,38,2,20201103,8,0,0,0,14,0
1938,0,1896,4,34,-4,20201104,8,0,0,0,14,0
1941,3,1899,3,34,0,20201105,8,0,0,0,14,0
1943,2,1902,3,33,-1,20201106,8,0,0,0,14,0
1949,6,1904,2,37,4,20201108,8,0,0,0,14,0
1955,6,1909,5,38,1,20201109,8,0,0,0,14,0
1955,0,1915,6,32,-6,20201110,8,0,0,0,14,0
1956,1,1918,3,30,-2,20201111,8,0,0,0,14,0
1956,0,1921,3,27,-3,20201112,8,0,0,0,14,0
1966,10,1922,1,36,9,20201114,8,0,0,0,14,0
1968,2,1923,1,37,1,20201115,8,0,0,0,14,0
1972,4,1930,7,34,-3,20201117,8,0,0,0,14,0
1973,1,1933,3,32,-2,20201118,8,0,0,0,14,0
1975,2,1933,0,34,2,20201119,8,0,0,0,14,0
1975,0,1935,2,32,-2,20201120,8,0,0,0,14,0
1975,0,1937,2,30,-2,20201121,8,0,0,0,14,0
1979,4,1939,2,32,2,20201122,8,0,0,0,14,0
1983,4,1940,1,35,3,20201123,8,0,0,0,14,0
1984,1,1941,1,35,0,20201124,8,0,0,0,14,0
1988,4,1942,1,38,3,20201125,8,0,0,0,14,0
1988,0,1943,1,37,-1,20201126,8,0,0,0,14,0
1988,0,1947,4,33,-4,20201127,8,0,0,0,14,0
1988,0,1947,0,33,0,20201128,8,0,0,0,14,0
1989,1,1949,2,32,-1,20201129,8,0,0,0,14,0
1989,0,1949,0,32,0,20201130,8,0,0,0,14,0
1992,3,1951,2,33,1,20201201,8,0,0,0,14,0
1996,4,1953,2,35,2,20201202,8,0,0,0,14,0
1997,1,1953,0,36,1,20201203,8,0,0,0,14,0
2000,3,1956,3,36,0,20201204,8,0,0,0,14,0
2004,4,1960,4,36,0,20201206,8,0,0,0,14,0
2007,3,1964,4,35,-1,20201207,8,0,0,0,14,0
2009,2,1966,2,35,0,20201208,8,0,0,0,14,0
2010,1,1968,2,34,-1,20201209,8,0,0,0,14,0
2013,3,1969,1,36,2,20201210,8,0,0,0,14,0
2015,2,1970,1,37,1,20201211,8,0,0,0,14,0
2016,1,1972,2,36,-1,20201212,8,0,0,0,14,0
2017,1,1973,1,36,0,20201213,8,0,0,0,14,0
2018,1,1973,0,37,1,20201214,8,0,0,0,14,0
2021,3,1973,0,40,3,20201215,8,0,0,0,14,0
2022,1,1973,0,41,1,20201216,8,0,0,0,14,0
2026,4,1973,0,45,4,20201217,8,0,0,0,14,0
2027,1,1977,4,42,-3,20201218,8,0,0,0,14,0
2028,1,1979,2,41,-1,20201219,8,0,0,0,14,0
2031,3,1982,3,41,0,20201220,8,0,0,0,14,0
2034,3,1982,0,44,3,20201221,8,0,0,0,14,0
2035,1,1986,4,41,-3,20201222,8,0,0,0,14,0
2036,1,1993,7,35,-6,20201223,8,0,0,0,14,0
2037,1,1995,2,34,-1,20201224,8,0,0,0,14,0
2038,1,1997,2,33,-1,20201225,8,0,0,0,14,0
2038,0,1999,2,31,-2,20201226,8,0,0,0,14,0
2039,1,2003,4,28,-3,20201227,8,0,0,0,14,0
2040,1,2008,5,24,-4,20201228,8,0,0,0,14,0
2041,1,2008,0,25,1,20201229,8,0,0,0,14,0
2044,3,2008,0,28,3,20201230,8,0,0,0,14,0
2046,2,2010,2,28,0,20201231,8,0,0,0,14,0
2046,0,2011,1,27,-1,20210101,8,0,0,0,14,0
2051,5,2012,1,31,4,20210102,8,0,0,0,14,0
2053,2,2012,0,33,2,20210103,8,0,0,0,14,0
2057,4,2014,2,35,2,20210104,8,0,0,0,14,0
2060,3,2015,1,37,2,20210105,8,0,0,0,14,0
2062,2,2018,3,36,-1,20210106,8,0,0,0,14,0
2065,3,2020,2,37,1,20210107,8,0,0,0,14,0
2067,2,2022,2,37,0,20210108,8,0,0,0,14,0
2068,1,2022,0,38,1,20210109,8,0,0,0,14,0
2075,7,2024,2,43,5,20210110,8,0,0,0,14,0
2076,1,2025,1,43,0,20210111,8,0,0,0,14,0
2078,2,2028,3,42,-1,20210112,8,0,0,0,14,0
2081,3,2030,2,43,1,20210113,8,0,0,0,14,0
2084,3,2031,1,45,2,20210114,8,0,0,0,14,0
2084,0,2032,1,44,-1,20210115,8,0,0,0,14,0
2086,2,2034,2,44,0,20210116,8,0,0,0,14,0
2087,1,2035,1,44,0,20210117,8,0,0,0,14,0
2090,3,2039,4,43,-1,20210118,8,0,0,0,14,0
2093,3,2044,5,41,-2,20210119,8,0,0,0,14,0
2094,1,2047,3,39,-2,20210120,8,0,0,0,14,0
2098,4,2049,2,41,2,20210121,8,0,0,0,14,0
2099,1,2052,3,39,-2,20210122,8,0,0,0,14,0
2104,5,2053,1,43,4,20210123,8,0,0,0,14,0
2106,2,2055,2,43,0,20210124,8,0,0,0,14,0
2108,2,2057,2,43,0,20210125,8,0,0,0,14,0
2115,7,2057,0,50,7,20210126,8,0,0,0,14,0
2116,1,2059,2,49,-1,20210127,8,0,0,0,14,0
2121,5,2060,1,53,4,20210128,8,0,0,0,14,0
2121,0,2060,0,53,0,20210129,8,0,0,0,14,0
2124,3,2065,5,51,-2,20210130,8,0,0,0,14,0
2125,1,2074,9,43,-8,20210131,8,0,0,0,14,0
2127,2,2077,3,42,-1,20210201,8,0,0,0,14,0
2129,2,2077,0,44,2,20210202,8,0,0,0,14,0
2132,3,2078,1,46,2,20210203,8,0,0,0,14,0
2134,2,2081,3,45,-1,20210204,8,0,0,0,14,0
2135,1,2083,2,44,-1,20210205,8,0,0,0,14,0
2137,2,2085,2,44,0,20210206,8,0,0,0,14,0
2144,7,2088,3,48,4,20210207,8,0,0,0,14,0
2151,7,2091,3,52,4,20210208,8,0,0,0,14,0
2151,0,2094,3,49,-3,20210209,8,0,0,0,14,0
2152,1,2097,3,47,-2,20210210,8,0,0,0,14,0
2154,2,2097,0,49,2,20210211,8,0,0,0,14,0
2157,3,2098,1,51,2,20210212,8,0,0,0,14,0
2159,2,2101,3,50,-1,20210213,8,0,0,0,14,0
2163,4,2105,4,50,0,20210214,8,0,0,0,14,0
2171,8,2107,2,56,6,20210215,8,0,0,0,14,0
2177,6,2111,4,58,2,20210216,8,0,0,0,14,0
2180,3,2112,1,60,2,20210217,8,0,0,0,14,0
2180,0,2121,9,51,-9,20210218,8,0,0,0,14,0
2183,3,2126,5,49,-2,20210219,8,0,0,0,14,0
2184,1,2134,8,42,-7,20210220,8,0,0,0,14,0
2187,3,2137,3,42,0,20210221,8,0,0,0,14,0
2196,9,2140,3,48,6,20210222,8,0,0,0,14,0
2196,0,2141,1,47,-1,20210223,8,0,0,0,14,0
2198,2,2146,5,44,-3,20210224,8,0,0,0,14,0
2200,2,2154,8,38,-6,20210225,8,0,0,0,14,0
2205,5,2155,1,42,4,20210226,8,0,0,0,14,0
2206,1,2155,0,43,1,20210227,8,0,0,0,14,0
2212,6,2158,3,46,3,20210228,8,0,0,0,14,0
2215,3,2159,1,48,2,20210301,8,0,0,0,14,0
2218,3,2162,3,48,0,20210302,8,0,0,0,14,0
2221,3,2166,4,47,-1,20210303,8,0,0,0,14,0
2222,1,2167,1,47,0,20210304,8,0,0,0,14,0
2225,3,2173,6,44,-3,20210305,8,0,0,0,14,0
2229,4,2178,5,43,-1,20210306,8,0,0,0,14,0
2229,0,2178,0,43,0,20210307,8,0,0,0,14,0
2235,6,2182,4,45,2,20210308,8,0,0,0,14,0
2236,1,2184,2,44,-1,20210309,8,0,0,0,14,0
2238,2,2185,1,45,1,20210310,8,0,0,0,14,0
2240,2,2189,4,43,-2,20210311,8,0,0,0,14,0
2243,3,2191,2,44,1,20210312,8,0,0,0,14,0
2244,1,2192,1,44,0,20210313,8,0,0,0,14,0
2245,1,2199,7,38,-6,20210314,8,0,0,0,14,0
2245,0,2202,3,35,-3,20210315,8,0,0,0,14,0
2245,0,2203,1,34,-1,20210316,8,0,0,0,14,0
2246,1,2206,3,32,-2,20210317,8,0,0,0,14,0
2249,3,2212,6,29,-3,20210318,8,0,0,0,14,0
2251,2,2213,1,30,1,20210319,8,0,0,0,14,0
2252,1,2216,3,28,-2,20210320,8,0,0,0,14,0
2253,1,2217,1,28,0,20210321,8,0,0,0,14,0
2257,4,2218,1,31,3,20210322,8,0,0,0,14,0
2259,2,2219,1,32,1,20210323,8,0,0,0,14,0
2263,4,2222,3,33,1,20210324,8,0,0,0,14,0
2265,2,2226,4,31,-2,20210325,8,0,0,0,14,0
2266,1,2229,3,29,-2,20210326,8,0,0,0,14,0
2267,1,2230,1,29,0,20210327,8,0,0,0,14,0
2267,0,2230,0,29,0,20210328,8,0,0,0,14,0
2277,10,2233,3,36,7,20210329,8,0,0,0,14,0
2279,2,2233,0,38,2,20210330,8,0,0,0,14,0
2282,3,2235,2,39,1,20210331,8,0,0,0,14,0
2282,0,2236,1,38,-1,20210401,8,0,0,0,14,0
2282,0,2236,0,38,0,20210402,8,0,0,0,14,0
2287,5,2239,3,40,2,20210403,8,0,0,0,14,0
2287,0,2239,0,40,0,20210404,8,0,0,0,14,0
2289,2,2242,3,39,-1,20210405,8,0,0,0,14,0
2290,1,2242,0,40,1,20210406,8,0,0,0,14,0
2291,1,2242,0,41,1,20210407,8,0,0,0,14,0
2295,4,2245,3,42,1,20210408,8,0,0,0,14,0
2295,0,2249,4,38,-4,20210409,8,0,0,0,14,0
2296,1,2249,0,39,1,20210410,8,0,0,0,14,0
2299,3,2253,4,38,-1,20210411,8,0,0,0,14,0
2301,2,2254,1,39,1,20210412,8,0,0,0,14,0
2304,3,2254,0,42,3,20210413,8,0,0,0,14,0
2308,4,2258,4,42,0,20210414,8,0,0,0,14,0
2310,2,2257,-1,45,3,20210415,8,0,0,0,14,0
2313,3,2259,2,46,1,20210416,8,0,0,0,14,0
2317,4,2262,3,47,1,20210417,8,0,0,0,14,0
2319,2,2264,2,47,0,20210418,8,0,0,0,14,0
2319,0,2268,4,43,-4,20210419,8,0,0,0,14,0
2320,1,2272,4,40,-3,20210420,8,0,0,0,14,0
2322,2,2273,1,41,1,20210421,8,0,0,0,14,0
2327,5,2273,0,46,5,20210422,8,0,0,0,14,0
2327,0,2273,0,46,0,20210423,8,0,0,0,14,0
2328,1,2280,7,40,-6,20210424,8,0,0,0,14,0
2329,1,2280,0,41,1,20210425,8,0,0,0,14,0
2331,2,2281,1,42,1,20210426,8,0,0,0,14,0
2334,3,2282,1,44,2,20210427,8,0,0,0,14,0
2335,1,2283,1,44,0,20210428,8,0,0,0,14,0
2337,2,2283,0,46,2,20210429,8,0,0,0,14,0
2344,7,2287,4,49,3,20210430,8,0,0,0,14,0
2350,6,2287,0,55,6,20210501,8,0,0,0,14,0
2354,4,2291,4,55,0,20210502,8,0,0,0,14,0
2358,4,2292,1,58,3,20210503,8,0,0,0,14,0
2359,1,2294,2,57,-1,20210504,8,0,0,0,14,0
